$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4825065,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4825264,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E25298,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C25358,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*7725417,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*7125477,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*5325501,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4826273,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E26308,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C26368,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*7726427,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*7126486,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*5326505,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4827254,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E27289,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C27367,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*7727424,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*7127484,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*5327502,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4828262,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E28297,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C28356,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*7728434,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*7128493,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*5328499,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4829272,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E29304,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C29364,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*7729423,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*7129499,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*5329503,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4855048,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4855232,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E55267,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C55326,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*7755384,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*7155459,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*5355465,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4856217,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E56252,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C56311,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*7756371,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*7156471,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*5356514,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4857194,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E57227,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C57286,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*7757456,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,$,,N*5357464,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4858195,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E58230,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C58308,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*7758368,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*7158427,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*5358454,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4859211,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E59246,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C59305,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*7759381,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*7159441,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*5359459,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4885018,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4885176,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E85211,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C85270,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*7785346,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*7185405,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*5385428,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4886173,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E86208,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C86267,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*7786327,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*7186403,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*5386417,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4887148,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E87181,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C87357,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*770,000,000,*7187414,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*5387420,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4888195,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E88229,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C88289,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*7788348,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*7188408,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*5388424,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*4889139,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E89174,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C89251,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*7789311,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*7189423,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*5389427,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48115054,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48115187,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*P,000,,02,00,000,,03,00,000,,04,00,000,*7C115271,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77115331,,,,,,,,,,,,,,,,,

$SV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71115382,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53115388,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48116133,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E116168,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C116228,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77116305,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71116365,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53116377,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48117139,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E117174,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C117233,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77117295,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71117370,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53117374,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48118138,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E118175,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C118235,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77118294,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71118353,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53118378,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48119117,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E119154,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C119214,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77119273,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71119414,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53119418,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48145016,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48145088,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E145123,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C145182,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77145242,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71145350,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53145354,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48146104,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E146157,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C146216,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77146276,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71146335,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53146345,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48147070,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E147105,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C147183,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77147243,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71147351,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53147355,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48148068,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E148105,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C148164,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77148242,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71148346,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53148353,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48149106,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E149141,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C149202,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77149262,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71149350,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53149354,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48175312,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48176058,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E176093,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C176154,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77176214,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71176291,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53176306,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48177053,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E177088,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C177147,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77177207,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71177315,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53177324,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48178053,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E178087,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C178147,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77178206,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71178311,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53178317,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48179021,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E179075,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C179134,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77179193,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71179300,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53179304,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48180023,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E180058,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C180137,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77180197,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71205117,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53205148,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,S00,,06,00,00,000,,08,00,000,*77205207,,,,,,,,,,,,,,,,,

$GSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71205258,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53205262,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48206049,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C206120,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77206180,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71206239,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53206254,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48206983,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E207017,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C207095,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77207155,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71207259,,,,,,,,,,,,,,,,,

$GPRMC,,V,,,,,,,,,,N*53207265,,,,,,,,,,,,,,,,,

$GPGGA,,,,,,0,00,,,M,0.0,M,,0000*48208011,,,,,,,,,,,,,,,,,

$GPGSA,A,1,,,,,,,,,,,,,,,*1E208046,,,,,,,,,,,,,,,,,

$GPGSV,3,1,12,01,00,000,,02,00,000,,03,00,000,,04,00,000,*7C208105,,,,,,,,,,,,,,,,,

$GPGSV,3,2,12,05,00,000,,06,00,000,,07,00,000,,08,00,000,*77208183,,,,,,,,,,,,,,,,,

$GPGSV,3,3,12,09,00,000,,10,00,000,,11,00,000,,12,00,000,*71208242,,,,,,,,,,,,,,,,,

