1,-30.132711,-6.205892,-4.643705,-0.076812,0.008151,0.18394,0.666852,0.902212,10.41315,5.875,12.625,-51.25
2,-31.307173,-5.152378,-4.713777,-0.102521,0.013317,0.179158,0.745305,0.549172,11.06397,5.625,13.1875,-51.3125
3,-30.444646,-3.443577,-3.952281,-0.15221,0.025709,0.203628,0.666852,0.588399,10.298295,5.4375,13.6875,-51.25
4,-29.560908,-3.216073,-3.805648,-0.177011,0.036076,0.172386,0.706079,0.745305,9.915462,5.3125,14,-50.9375
5,-27.071573,-3.724742,-3.688882,-0.167307,0.038223,0.099554,0.549172,0.706079,9.76232,4.9375,13.75,-51.3125
6,-26.351577,-3.841727,-3.671597,-0.169297,0.033004,0.057805,0.588399,0.588399,9.647473,4.625,13.5,-51.625
7,-25.234552,-3.616284,-3.394578,-0.174638,0.026512,0.014137,0.549172,0.470719,9.532619,4.8125,13.4375,-51.5
8,-25.366583,-3.404931,-3.41088,-0.177465,0.025883,-0.060633,0.627626,0.549172,9.494331,5,13.8125,-51.5
9,-26.051332,-3.480235,-3.672311,-0.165876,0.021537,-0.092939,0.745305,0.588399,9.456062,5.4375,14.125,-51.5
10,-26.670161,-3.283978,-3.718484,-0.036303,0.003124,-0.011624,0.588399,0.392266,9.494331,5.5625,14,-51.5
11,-28.863751,-3.009597,-4.297736,-0.258658,0.021433,-0.046426,0.902212,0.431493,10.221719,4.9375,13.6875,-51.375
12,-29.461191,-2.750073,-4.476937,-0.247156,0.017558,-0.075573,0.902212,0.470719,10.106874,4.625,13.5625,-51.5625
13,-29.30353,-2.782059,-4.674459,-0.183801,0.009547,-0.070075,0.745305,0.549172,9.95375,4.375,13.4375,-51.375
14,-28.810178,-2.620041,-4.593135,-0.133605,-0.000105,-0.059114,0.706079,0.392266,10.451438,4.75,13.75,-51.0625
15,-25.883777,-2.694767,-3.651683,-0.107704,-0.004957,-0.053808,0.470719,0.392266,10.336574,4.6875,14.125,-51.3125
16,-24.753038,-2.535604,-3.215535,-0.104109,0.000436,-0.018117,0.392266,0.431493,10.41315,4.4375,14.1875,-51.25
17,-22.7866,-2.419271,-2.538355,-0.103446,0.008325,-0.030823,0.431493,0.353039,10.260007,4.375,14.125,-50.9375
18,-22.702594,-2.580555,-2.701723,-0.094684,0.023178,-0.08868,0.666852,0.588399,9.609185,4.0625,14.125,-50.4375
19,-25.391998,-3.303872,-4.344668,-0.074037,0.014416,-0.132069,1.216025,0.823759,9.685761,3.875,14.375,-50.625
20,-27.055827,-3.501849,-5.332409,-0.060703,-0.006946,-0.18593,1.333704,0.549172,10.642849,3.75,14.5,-50.625
21,-29.016689,-2.956507,-6.373837,-0.040893,-0.068487,-0.06175,1.137571,0.313813,10.872549,3.125,14.6875,-50.9375
22,-29.73252,-2.084519,-6.471418,-0.037158,-0.080844,-0.068714,1.372931,0.11768,11.906212,3.0625,15.125,-50.875
23,-29.19272,-1.026931,-6.364083,-0.046408,-0.076934,-0.107634,1.451384,0.11768,12.327323,2.4375,15.3125,-50.875
24,-28.360677,-1.08915,-6.447058,-0.078557,-0.080704,-0.111684,1.372931,0.509946,11.408525,2.25,15.3125,-50.75
25,-27.054948,-2.28398,-7.102491,-0.076166,-0.111177,-0.025447,1.490611,0.706079,10.604561,2.25,14.6875,-51
26,-26.11093,-3.664096,-7.408909,-0.039671,-0.159331,0.098733,1.608291,1.333704,9.76232,2.5625,14.125,-51.3125
27,-27.780434,-5.956604,-8.911494,0.017663,-0.209509,0.208741,1.882877,1.255251,9.417774,2.5625,13.25,-51.3125
28,-28.2112,-5.804155,-8.721772,0.116047,-0.246702,0.243247,1.372931,0.549172,11.561657,2.5625,12.875,-51.8125
29,-26.620529,-4.109491,-6.619363,0.112277,-0.222407,0.255429,1.059118,0.353039,11.599936,2.4375,12.5625,-51.9375
30,-25.898155,-3.091479,-5.664313,0.066672,-0.151669,0.190084,0.823759,0.470719,10.757694,3.0625,12.8125,-52.1875
31,-21.506988,-1.811567,-3.157703,0.033598,-0.088418,0.117757,0.313813,0.078453,9.95375,4,13.4375,-51.875
32,-22.931066,-1.661244,-3.219991,0.000262,-0.000803,0.071157,0.549172,0.078453,9.915462,5.25,13.75,-51.5
33,-24.070715,-1.511533,-2.461698,-0.006004,0.083462,0.076358,0.431493,0.470719,9.877173,5.625,13.5625,-51.5
34,-25.756215,-1.930942,-2.754268,0.019356,0.106535,0.108245,0.823759,0.509946,9.877173,5.75,13.4375,-51.3125
35,-28.795927,-2.393236,-3.336823,0.038554,0.115157,0.186541,0.745305,0.431493,10.298295,5.75,13.25,-51.25
36,-31.459185,-2.759965,-4.439133,0.040492,0.144583,0.156329,1.059118,0.784532,9.609185,6.5,13.4375,-51
37,-31.946892,-3.322278,-4.533054,0.035413,0.160221,0.172788,0.784532,0.588399,9.341198,6.5625,13.5625,-50.6875
38,-33.241598,-3.260804,-4.908135,-0.001047,0.198706,0.141581,0.745305,0.353039,9.532619,7,13.6875,-51.0625
39,-33.699187,-4.023891,-5.173767,-0.059236,0.208916,0.248081,0.902212,0.745305,8.652099,7,13.4375,-51.0625
40,-34.675395,-3.810249,-5.352365,-0.009425,0.154043,0.329204,0.980665,0.588399,8.881799,7.5,13.5,-50.9375
41,-36.019477,-3.724103,-5.58521,0.021171,0.098995,0.379504,0.823759,0.431493,10.030307,7.8125,14.125,-50.875
42,-35.209055,-3.311794,-4.852492,0.033877,0.063547,0.353796,0.431493,0.353039,10.106874,7.4375,14.5,-50.75
43,-34.805657,-3.116954,-4.753265,0.057823,0.016371,0.30065,0.941438,0.588399,9.073219,7.3125,14.8125,-51.0625
44,-33.612198,-3.644031,-4.734345,0.091385,-0.048503,0.34828,0.823759,0.941438,9.609185,7.5625,14.8125,-51.25
45,-32.538113,-4.365731,-4.87225,0.11198,-0.048991,0.250228,0.745305,0.666852,10.642849,7.875,15,-50.75
46,-32.91947,-4.435129,-5.123428,0.101735,-0.050807,0.165806,0.980665,0.706079,10.068595,7.3125,15.4375,-50.625
47,-34.380331,-3.587581,-5.736366,0.085835,-0.057456,0.077126,1.333704,0.627626,10.681137,6.5625,15.5625,-51.3125
48,-34.740524,-3.466102,-6.232064,0.053267,-0.069429,0.081943,1.294478,0.706079,11.06397,5.875,15.25,-51.6875
49,-32.757358,-3.398217,-6.030323,0.029915,-0.07395,0.022026,0.706079,0.470719,9.800608,5.5625,14.75,-51.625
50,-31.246425,-3.689859,-5.7286,0.011973,-0.057142,-0.097808,0.941438,0.784532,9.188074,5.25,14.1875,-52
51,-29.617227,-3.785938,-5.300016,-0.003927,-0.041853,-0.170396,0.941438,0.627626,10.221719,4.9375,14.125,-52.3125
52,-30.503475,-4.260121,-5.985994,-0.013387,-0.032847,-0.235166,1.451384,1.059118,10.949125,4.6875,13.6875,-52.5
53,-29.43983,-5.668242,-6.354362,0.018186,-0.051627,-0.221657,0.902212,1.490611,9.95375,4.375,13.375,-52.5
54,-27.501193,-6.730961,-6.039199,0.097354,-0.085905,-0.242252,0.666852,1.412158,8.001269,4.1875,13.125,-52.75
55,-21.497447,-7.868016,-3.93186,0.110916,-0.065537,-0.361126,0,1.176798,9.073219,3.6875,12.875,-52.8125
56,-22.792548,-7.111935,-4.376208,0.095103,-0.0625,-0.420712,1.372931,0.745305,9.95375,3.8125,12.875,-52.8125
57,-28.458562,-3.74153,-5.43604,0.071052,-0.052709,-0.341509,1.608291,0.274586,11.140536,3.6875,13.25,-52.5625
58,-28.005314,-2.666841,-4.840953,0.036547,-0.041696,-0.286915,-0.274586,0.313813,10.910837,3.75,13.8125,-52.9375
59,-24.271975,-2.847175,-4.007949,-0.01508,-0.02625,-0.331194,0.470719,0.902212,8.230968,2.1875,13.5,-53.5
60,-24.273647,-3.530945,-4.760745,-0.027838,0.022253,-0.513057,2.353596,0.862985,9.417774,1.6875,12.9375,-53.4375
61,-34.416985,-3.368705,-9.579064,-0.008657,-0.027419,-0.350305,2.863542,0.039227,12.671886,1.875,12.5,-52.875
62,-38.701819,-2.424295,-11.039436,-0.009285,-0.076655,-0.173556,1.569064,-0.039227,11.446813,2.1875,12.75,-52.4375
63,-40.640052,-0.373585,-10.068121,-0.022166,-0.132139,0.073461,1.176798,0.078453,8.460688,2.625,13.375,-52.75
64,-38.333344,-0.085906,-8.757546,-0.133396,-0.107512,0.252549,0.941438,0.156906,8.996644,2.9375,12.9375,-53.6875
65,-36.244368,-0.991531,-8.017767,-0.214833,-0.075939,0.415301,1.647517,0.313813,10.183449,3.1875,11.9375,-54.125
66,-37.438289,-1.744295,-8.678097,-0.194953,-0.10479,0.626643,1.96133,0.666852,10.566282,3.875,11.875,-54.0625
67,-37.166133,-4.094155,-9.172439,-0.118909,-0.162263,0.794788,1.529837,1.216025,9.111498,4.4375,12.25,-54.1875
68,-36.850062,-4.841756,-9.095281,-0.059987,-0.13158,0.699284,0.666852,0.627626,7.005894,4.625,11.8125,-54.8125
69,-31.90657,-4.116196,-5.806218,0.006685,-0.096185,0.566831,0.392266,-0.039227,8.192699,4.1875,11.5625,-55
70,-30.875542,-2.976075,-4.680332,0.050056,-0.110148,0.618562,0.862985,0.23536,9.379486,3.6875,11.875,-55.125
71,-31.891977,-0.912487,-4.170257,0.021782,-0.07114,0.549203,0.784532,0.156906,9.992019,3.125,12.75,-55.25
72,-33.261826,-1.181012,-5.289007,-0.031172,-0.025517,0.459859,1.216025,0.392266,10.221719,2.9375,13.4375,-55.0625
73,-30.808805,-1.274155,-5.512666,-0.063949,0.116815,-0.033179,0.823759,0.196133,9.724031,2.9375,13.8125,-54.9375
74,-30.328622,-1.640399,-5.924155,-0.060668,0.149679,-0.227329,1.216025,0.470719,9.532619,3.0625,14,-54.9375
75,-33.409245,-1.015432,-7.081056,-0.032638,0.112574,-0.275326,1.529837,0.11768,9.149786,3.125,14.125,-54.8125
76,-33.755283,-3.6e-05,-6.541167,-0.032184,0.074403,-0.273266,0.706079,-0.588399,9.800608,3.1875,14.1875,-55.0625
77,-33.449219,1.90165,-5.154878,-0.044977,0.058521,-0.228429,0.274586,-0.588399,10.336574,3.25,14.375,-54.9375
78,-31.071408,2.666777,-3.984268,-0.202144,0.139836,-0.300389,0.745305,-0.353039,10.106874,2.75,14.6875,-54.75
79,-26.161042,2.55574,-3.050637,-0.322921,0.219248,-0.510666,0.470719,-0.509946,9.992019,2.3125,14.75,-54.9375
80,-27.44689,2.653339,-3.633673,-0.321071,0.178093,-0.490647,0.784532,-0.353039,8.384111,2.125,14.75,-55.5625
81,-27.487212,1.410386,-4.804712,-0.277123,0.131668,-0.385892,0.941438,0,8.881799,1.875,14.4375,-56.0625
82,-27.963185,1.553715,-4.954606,-0.222879,0.085277,-0.244259,0.745305,-0.23536,8.613811,1.9375,13.6875,-56.375
83,-29.994311,8.4e-05,-6.212709,-0.189787,0.056112,-0.123657,1.019892,0.039227,9.264632,1.9375,12.5,-56.3125
84,-31.993538,-0.696802,-7.047539,-0.147271,0.032184,0.01686,1.725971,0.509946,8.958375,2.3125,12.1875,-56.5625
85,-33.278034,-3.455138,-8.452218,-0.091281,-0.002391,0.148981,1.372931,1.059118,9.264632,3.1875,12.3125,-56.5
86,-34.230381,-5.140722,-9.511692,-0.026581,-0.030421,0.207921,1.529837,1.294478,8.766944,3.375,12.1875,-57
87,-32.577397,-7.441005,-9.39293,0.147637,-0.067684,0.038781,1.529837,1.255251,9.034931,3.75,12,-57.5
88,-30.950746,-7.845035,-8.518157,0.286635,-0.113865,-0.017331,0.706079,1.176798,9.149786,3.875,12.1875,-57.8125
89,-23.678032,-6.642954,-4.39858,0.363412,-0.125908,-0.025203,-0.078453,0.784532,8.192699,4.4375,12.5,-57.875
90,-14.187727,-5.196602,-0.358393,0.35205,-0.093323,0.05318,-1.294478,-0.078453,8.001269,5.3125,13.5,-57.3125
91,-7.918968,-1.623559,2.783174,0.29161,0.034976,-0.08306,-0.196133,-0.078453,8.192699,6.1875,14,-57.125
92,-14.26802,-0.156335,1.875523,0.198584,0.183923,-0.374076,0.862985,-0.039227,9.226344,6.25,14.1875,-57.125
93,-34.169408,0.193042,-3.438645,0.160483,0.142716,-0.127112,1.255251,0,9.800608,5.625,14.6875,-56.875
94,-36.297524,-0.046335,-4.591016,0.120096,0.09238,-0.07086,0.470719,0.11768,9.800608,4.9375,14.8125,-56.5
95,-30.19073,-2.023441,-4.330344,0.074892,0.090338,-0.175912,0.431493,0.784532,8.958375,4.625,15.25,-56.625
96,-27.778946,-3.241695,-4.467984,0.038729,0.164707,-0.418966,1.137571,0.902212,7.848136,4.8125,14.6875,-56.5625
97,-29.121212,-3.645997,-5.564933,0.021904,0.170763,-0.41291,1.176798,0.23536,9.341198,5.25,14.3125,-56.9375
98,-30.153786,-2.916735,-5.464101,-0.055554,0.174952,-0.343359,0.196133,0,10.566282,5.25,14.3125,-56.9375
99,-29.26483,-1.018609,-3.642723,-0.204396,0.195163,-0.211708,0.274586,0.196133,9.379486,4.9375,14.3125,-56.625
100,-28.469828,-1.08144,-3.327203,-0.241344,0.172334,-0.125995,1.098345,0.431493,8.269257,4.9375,14.4375,-56.5625
101,-32.260496,-2.158719,-5.461929,-0.167534,0.096045,-0.028187,1.451384,0.470719,9.188074,5.625,14.8125,-56.1875
102,-34.490673,-2.158499,-6.456083,-0.071227,-0.161251,0.599922,0.862985,0,9.647473,5.4375,14.75,-55.9375
103,-35.244821,-0.848563,-5.834251,-0.029391,-0.201795,0.583952,0.627626,-0.039227,9.456062,5.375,14.9375,-55.875
104,-33.39328,-0.13853,-4.611165,-0.01419,-0.131895,0.348228,0.470719,-0.039227,9.149786,5.375,15,-56.0625
105,-31.246995,-0.23922,-3.950103,-0.012828,-0.070546,0.185249,0.666852,0.196133,8.805232,5.125,15.25,-56.625
106,-30.917862,-1.261115,-4.509153,-0.005253,-0.063373,0.196227,1.098345,0.706079,9.30292,4.9375,14.3125,-56.8125
107,-32.035223,-2.425987,-5.599465,-0.013491,-0.050004,0.232443,1.098345,0.470719,8.498956,4.9375,13.1875,-57
108,-32.027146,-2.600134,-5.455269,-0.028431,-0.031015,0.269531,0.509946,0.23536,9.111498,5.875,12.9375,-56.5
109,-31.170873,-1.90453,-3.788344,-0.010559,-0.016563,0.269985,0.156906,0.11768,8.575532,6.5625,12.625,-56.3125
110,-30.874555,-1.487585,-2.852991,0.010315,-0.005358,0.325591,0.392266,0.196133,8.958375,6.6875,12.25,-56.375
111,-30.419716,-1.421514,-1.72685,0.01604,0.012584,0.322991,0.274586,0.23536,8.384111,6.9375,11.875,-56.375
112,-30.23444,-1.492338,-1.389884,0.000785,0.096587,0.148562,-0.078453,0.23536,8.307545,6.5,11.5625,-56.9375
113,-27.739183,-1.648354,-0.407025,-0.017837,0.186035,-0.076096,0.039227,0.274586,8.652099,7,11.5,-56.375
114,-25.942706,-1.977474,0.154973,-0.004817,0.200783,-0.047246,-0.156906,0.431493,8.690387,7.25,11.375,-56.3125
115,-30.620042,-2.065199,-0.914055,0.02145,0.190956,0.011292,0.588399,0.353039,8.805232,8.0625,11.25,-56.5625
116,-26.383979,-2.258216,0.657943,0.074107,0.161809,0.14659,-1.098345,0.470719,9.188074,8.375,11.3125,-56.5625
117,-25.944048,-2.823599,1.277551,0.059987,0.268955,-0.100897,-0.11768,0.509946,7.656724,9.6875,11.375,-55.875
118,-25.066224,-3.608406,1.806958,0.039881,0.32786,-0.156399,0.11768,0.784532,7.503582,10.625,11.3125,-55.375
119,-21.832683,-6.273086,3.055549,0.044628,0.337128,-0.194866,-1.098345,1.529837,8.843511,11.1875,10.625,-55.0625
120,-26.736801,-6.572108,1.732348,0.130708,0.315416,-0.318348,0.039227,0.784532,8.192699,10.9375,10.6875,-55.0625
121,-25.136168,-6.717891,2.938816,0.208043,0.264854,-0.310616,-0.392266,0.823759,8.843511,11.25,11.3125,-54.3125
122,-28.91983,-5.775696,2.033606,0.226544,0.259635,-0.371109,-0.509946,0.902212,10.527994,11.1875,12.1875,-54.125
123,-34.328753,-3.275242,1.051966,0.1971,0.235323,-0.253614,0.353039,0,10.41315,11.0625,12.625,-53.8125
124,-32.108009,-2.428934,2.175083,0.113761,0.175999,-0.013142,-1.059118,0.039227,10.719406,11,12.875,-53.25
125,-29.455321,-1.415008,3.455704,0.062448,0.165544,0.065886,-1.372931,0.666852,10.260007,12,12.8125,-53.5
126,-29.980204,-1.571707,3.437276,0.039008,0.245463,-0.021502,0.274586,0.392266,9.379486,13.4375,11.875,-53.25
127,-33.947874,-5.878564,0.790301,0.017401,0.19895,0.270683,0.823759,1.84365,9.800608,15,10.875,-53.25
128,-35.243404,-9.495873,-0.952755,0.073478,0.119677,0.450714,-0.078453,3.451941,9.724031,16.25,9,-52.875
129,-37.14763,-14.958179,-2.486507,0.31203,0.045763,0.441132,0.353039,2.745862,9.034931,17,6.9375,-52.9375
130,-38.097272,-15.898196,-2.084266,0.374199,-0.024347,0.670643,0.745305,1.765197,8.805232,17.625,4.75,-52.875
131,-45.326932,-13.916327,-2.099249,0.320739,-0.061907,0.996286,0.156906,1.96133,9.226344,16.875,3.875,-53.4375
132,-47.645723,-12.587362,-1.274623,0.325504,-0.042761,0.978292,-0.627626,2.000557,9.073219,15.875,3.8125,-53.5625
133,-43.216922,-10.240658,3.754672,0.328314,-0.00466,0.864165,-1.255251,1.019892,8.881799,14.8125,4.4375,-54
134,-41.51014,-9.203247,4.717652,0.298608,0.047682,0.757106,-0.549172,1.098345,10.106874,14.1875,5.4375,-53.75
135,-48.32965,-8.17731,0.641282,0.324579,0.089186,0.487558,1.647517,2.471276,13.016432,13.0625,6.375,-53.75
136,-50.346178,-8.373078,-1.968542,0.375176,0,0.376363,1.255251,1.922103,11.561657,12.1875,7.4375,-53.5
137,-44.81825,-9.132641,-2.187066,0.378318,-0.12514,0.40633,-0.902212,1.137571,9.111498,11.6875,8.25,-52.875
138,-38.920156,-9.297665,-0.381314,0.3036,-0.112731,0.113708,-1.098345,1.96133,11.025681,11.875,8.4375,-52.4375
139,-30.910496,-9.369188,1.958359,0.184638,-0.090495,-0.111143,0.509946,2.07901,12.097623,11.625,8.6875,-52.75
140,-30.639904,-10.158241,1.362214,0.060737,-0.068469,-0.230087,0.23536,2.19669,10.451438,10.9375,8.0625,-53.0625
141,-33.533869,-11.019602,-0.783821,-0.046722,-0.054035,-0.410798,-0.078453,1.608291,7.809857,10.4375,6.6875,-53.75
142,-29.686468,-12.727657,0.012064,-0.04756,-0.050283,-0.635928,-0.549172,2.392823,7.235594,10.0625,5.0625,-54.0625
143,-4.109207,-17.76176,9.355442,0.004922,-0.013474,-0.867027,-3.138128,3.530394,6.737906,10.625,3.6875,-54.125
144,-1.709191,-18.170654,10.369094,0.096621,0.024923,-1.051369,-1.412158,2.510502,9.417774,11.8125,3.25,-53.75
145,-4.346189,-17.839462,10.051318,0.27009,-0.013038,-1.079608,-0.470719,2.706635,9.992019,12.3125,3.25,-53.8125
146,-19.353626,-17.715906,4.840753,0.350567,-0.011327,-0.995012,0.666852,3.80498,8.958375,12.25,3.5625,-53.25
147,-29.846332,-18.586637,0.578538,0.451045,-0.000698,-1.048035,-0.11768,3.569621,9.341198,12.4375,3.6875,-53.75
148,-32.74558,-18.529422,-0.790158,0.50241,-0.001274,-0.969269,-0.156906,2.588956,10.527994,12.4375,4.1875,-53.5
149,-29.686061,-16.616126,1.426803,0.483125,-0.029164,-0.733405,-0.509946,2.628182,10.068595,11.5625,5.125,-53.5625
150,-30.207174,-14.727227,1.771487,0.435337,-0.037821,-0.565312,-0.11768,2.471276,10.489706,10.6875,5.875,-53.0625
151,-27.534668,-13.823246,1.990413,0.386224,-0.043668,-0.549883,-0.274586,2.549729,10.795982,9.5,6.5,-52.8125
152,-27.00276,-12.227225,2.074913,0.294629,-0.053634,-0.519427,-0.431493,1.569064,11.523369,8.5625,7.1875,-53.0625
153,-27.859853,-10.453007,0.693442,0.15968,-0.059394,-0.50084,0.313813,1.84365,11.102248,7.4375,7.8125,-52.875
154,-27.706596,-10.097256,-0.109807,-0.065834,-0.111736,-0.236283,0.588399,2.471276,10.183449,6.375,8.375,-52.9375
155,-30.517405,-10.477329,-3.503846,-0.129922,-0.248866,0.031311,1.333704,1.922103,10.872549,4.6875,8.5625,-52.8125
156,-28.274587,-11.005176,-3.889755,-0.169803,-0.401583,0.299446,0.627626,1.922103,10.451438,3.375,8.6875,-53.0625
157,-26.22584,-9.865831,-4.699578,-0.250647,-0.408407,-0.037368,0.823759,1.882877,12.059344,1.625,8.6875,-52.75
158,-22.869789,-9.510101,-4.414672,-0.387323,-0.392769,-0.335452,1.255251,2.000557,12.671886,0.625,9.4375,-52.875
159,-22.193562,-8.804273,-5.935761,-0.416523,-0.404759,-0.509514,1.529837,1.765197,11.982769,0.375,10,-52.5
